scraped_at,tab,load_id,pay,pickup_location,pickup_time,delivery_location,delivery_time,dhpu,loaded,notes,total_miles,rate_per_mile,score,deadhead_miles
2026-08-10T08:43:42.044647,WG,72117540,$967.29,"CRANBURY, NJ",08/12 10:00,"RARITAN, NJ",08/12 12:07,"2,727",29,NO NOTES,2756,0.35,1,
2026-08-10T08:43:46.247663,WG,72117542,$967.29,"CRANBURY, NJ",08/12 10:00,"RARITAN, NJ",08/12 12:07,"2,727",29,NO NOTES,2756,0.35,1,
2026-08-10T08:51:21.614109,WG,72117541,$967.29,"CRANBURY, NJ",08/13 10:00,"RARITAN, NJ",08/13 12:07,"2,727",29,NO NOTES,2756,0.35,1,
2026-08-10T08:51:26.792507,WG,72117543,$967.29,"CRANBURY, NJ",08/13 10:00,"RARITAN, NJ",08/13 12:07,"2,727",29,NO NOTES,2756,0.35,1,
2026-08-10T09:00:26.957005,WG,72117529,"$1,518.30","SPOKANE, WA",08/10 11:00,"HAYDEN, ID",08/10 12:19,"2,583",39,NO NOTES,2622,0.58,1,
2026-08-10T09:03:05.201176,SE,72117544,$587.98,"BRANCHBURG, NJ",08/11 11:00,"ALLENDALE, NJ",08/11 13:44,"2,717",58,NO NOTES,2775,0.21,1,
2026-08-10T09:50:52.438439,WG,72117550,"$1,168.81","ROBBINSVILLE, NJ",08/12 11:00,"BETHLEHEM, PA",08/12 14:01,"2,714",72,NO NOTES,2786,0.42,1,
2026-08-10T09:52:48.677550,SE,72117393,"$1,507.56","OXFORD, IN",08/11 12:00,"HUNT VALLEY, MD",08/11 14:26,"2,054",671,NO NOTES,2725,0.55,1,
2026-08-10T10:01:26.102370,WG,72117565,"$2,209.58","LONDON, OH",08/12 09:00,"JACKSONVILLE, NC",08/13 09:00,"2,190",609,NO NOTES,2799,0.79,2,
2026-08-10T10:28:31.387855,WG,72117555,"$6,181.94","RENO, NV",08/10 16:48,"LA VERGNE, TN",08/12 16:48,"2,687","2,162","CORD11: TRUCK MUST HAVE FULL AMOUNT OF USABLE SPACE FOR THE TRUCK SIZE REQUESTED, 20FT OF USABLE SPACE, 12FT OF USABLE SPACE, 53FT OF USABLE SPACE.",4849,1.27,13,
2026-08-10T10:29:23.085914,WG,72117569,"$2,484.49","CORDOVA, IL",08/12 09:00,"WAMPUM, PA",08/13 08:00,"1,836",587,L1238923: NO PETS,2423,1.03,3,
2026-08-10T10:49:30.162596,WG,72117582,"$5,389.71","LOGAN, UT",08/11 10:30,"SUMMIT, NJ",08/13 09:44,738,"2,150",NO NOTES,2888,1.87,29,
2026-08-10T10:51:50.891973,WG,72117581,"$11,657.86","BROOKLYN, NY",08/14 09:00,"OLYMPIA, WA",08/17 11:30,"2,761","2,916",NO NOTES,5677,2.05,40,
2026-08-10T10:59:29.087863,SE,72117583,"$4,748.59","WOBURN, MA",08/14 11:00,"SAINT PETERSBURG, FL",08/17 08:00,"2,963","1,377",NO NOTES,4340,1.09,7,
2026-08-10T11:00:53.269852,WG,72117511,"$3,651.90","ROCKFORD, IL",08/11 11:00,"ROCKVILLE, MD",08/12 08:00,"1,929",764,NO NOTES,2693,1.36,13,
2026-08-10T11:10:09.187480,SE,72117570,$788.29,"MECHANICSBURG, PA",08/10 16:00,"MILLBURN, NJ",08/11 09:00,170,163,NO NOTES,333,2.37,39,
2026-08-10T11:24:18.372711,SE,72117586,"$1,402.98","COATESVILLE, PA",08/10 12:30,"MOUNT HOPE, WV",08/10 23:07,107,429,NO NOTES,536,2.62,46,
2026-08-10T11:28:29.800492,WG,72117574,$743.49,"ALLENTOWN, PA",08/10 15:00,"ALLENTOWN, PA",08/10 16:45,83,12,NO NOTES,95,7.83,71,
2026-08-10T11:36:57.011420,WG,72117589,"$2,162.20","LOUISVILLE, KY",08/12 17:00,"CARY, NC",08/13 08:00,"2,062",556,NO NOTES,2618,0.83,2,
2026-08-10T11:51:59.729896,SE,72117566,"$5,160.93","WINSTON SALEM, NC",08/10 17:30,"GARDENA, CA",08/12 23:11,528,"2,453",NO NOTES,2981,1.73,25,
2026-08-10T11:56:57.377196,WG,72117593,"$1,157.58","MALVERN, PA",08/12 09:00,"RARITAN, NJ",08/12 11:52,"2,662",65,NO NOTES,2727,0.42,1,
2026-08-10T12:01:21.521623,WG,72117571,"$2,553.77","WILMINGTON, NC",08/12 13:00,"LA VERGNE, TN",08/13 07:30,"2,576",616,NO NOTES,3192,0.80,2,
2026-08-10T12:03:14.353077,SE,72117602,"$3,884.66","FORT WORTH, TX",08/10 15:15,"PORT HURON, MI",08/11 19:38,"1,578","1,264",ORDER NOTE: PICK UP NUMBER IS 8110214921,2842,1.37,14,
2026-08-10T12:28:58.280845,WG,72117624,"$4,616.08","SAINT LOUIS, MO",08/12 09:00,"LAREDO, TX",08/13 08:59,"1,791","1,057",MUST HAVE LOAD LOCK TO SECURE THE PALLET,2848,1.62,21,
2026-08-10T12:29:13.549402,WG,72117640,"$7,383.40","SAN DIEGO, CA",08/12 14:00,"BIRMINGHAM, AL",08/14 09:59,110,"1,997",NO NOTES,2107,3.50,77,
2026-08-10T12:30:13.921301,WG,72117604,$786.79,"SAN DIEGO, CA",08/13 11:00,"SAN DIEGO, CA",08/13 13:00,107,10,ORDER NOTE: DATA LOGGERS ON 1 HOUR TIMED DELAY. DRIVER MUST REMAIN ONSITE FOR 1 HOUR PRIOR TO DEPARTURE,117,6.72,71,
2026-08-10T12:31:03.405223,SE,72117603,"$1,278.96","TUCSON, AZ",08/11 11:00,"KIRTLAND AFB, NM",08/11 22:01,463,448,NO NOTES,911,1.40,12,
2026-08-10T12:36:08.330571,WG,72117630,"$1,266.76","HARLEYSVILLE, PA",08/12 10:00,"AUDUBON, PA",08/12 11:49,"2,677",15,NO NOTES,2692,0.47,1,
2026-08-10T13:00:36.346781,WG,72117633,"$7,424.68","SAN DIEGO, CA",08/11 14:00,"PHILADELPHIA, PA",08/14 10:30,107,"2,750",NO NOTES,2857,2.60,51,
2026-08-10T13:08:40.808901,WG,72117643,"$2,938.79","LOUISVILLE, KY",08/12 17:30,"FORT WORTH, TX",08/13 13:25,"2,062",866,NO NOTES,2928,1.00,3,
2026-08-10T13:09:26.159320,WG,72117644,"$2,608.33","BALTIMORE, MD",08/13 08:00,"BROOKS, KY",08/14 08:00,"2,618",613,NO NOTES,3231,0.81,2,
2026-08-10T13:14:40.741404,WG,72117645,"$4,719.26","BLOOMINGTON, IN",08/11 13:00,"PORTSMOUTH, NH",08/12 12:32,"2,021","1,036",NO NOTES,3057,1.54,19,
2026-08-10T13:15:24.853765,WG,72117611,"$2,000.57","LA VERGNE, TN",08/12 17:00,"ROUND LAKE, IL",08/13 05:56,"1,990",538,NO NOTES,2528,0.79,2,
2026-08-10T13:16:52.306410,SE,72117595,"$2,727.29","EDEN, NC",08/10 17:00,"EDMOND, OK",08/11 18:59,478,"1,151",NO NOTES,1629,1.67,21,
2026-08-10T13:29:00.572837,WG,72117625,"$1,397.49","MARION, VA",08/12 14:00,"CINCINNATI, OH",08/13 08:00,"2,305",368,TEAM DRIVERS CONSTANT SURVEILLANCE US CITIZENS TWO FORMS OF ID MUST PROVIDE ID PRIOR TO PICKUP MUST PICK UP BETWEEN THE HOURS OF 8 AM TO 2 PM,2673,0.52,1,
2026-08-10T13:30:36.005858,WG,72117659,"$2,355.07","BROOKS, KY",08/13 14:00,"NEW CASTLE, DE",08/14 08:30,"2,067",682,NO NOTES,2749,0.86,2,
2026-08-10T13:49:52.969634,WG,72117648,"$1,747.31","LOCKBOURNE, OH",08/12 09:00,"NEWARK, DE",08/13 08:00,"2,227",467,NO NOTES,2694,0.65,1,
2026-08-10T13:50:06.907503,WG,72117664,"$2,378.06","WARTBURG, TN",08/12 14:30,"ELK GROVE VILLAGE, IL",08/13 09:00,"2,116",576,NO NOTES,2692,0.88,2,
2026-08-10T13:50:14.478388,WG,72117563,"$2,696.59","BROOKS, KY",08/12 15:00,"SIOUX FALLS, SD",08/14 10:10,"2,067",872,NO NOTES,2939,0.92,2,
2026-08-10T13:51:02.274932,WG,72117613,"$1,237.79","WILMINGTON, DE",08/13 07:00,"NEWTOWN, PA",08/13 12:00,"2,667",59,NO NOTES,2726,0.45,1,
2026-08-10T13:51:47.252309,WG,72117662,"$1,787.91","BROOKS, KY",08/13 17:00,"OVERLAND PARK, KS",08/14 09:00,"2,067",531,IC7875: ENSURE THAT YOU HAVE THE ENTIRE BOL FILLED OUT AT THIS LOCATION.,2598,0.69,1,
2026-08-10T14:16:24.448798,WG,72117617,"$2,986.99","WINCHESTER, KY",08/13 08:30,"PHILADELPHIA, PA",08/14 09:00,"2,143",633,NO NOTES,2776,1.08,5,
2026-08-10T14:45:14.350874,SE,72117678,"$3,375.48","HOUSTON, TX",08/12 08:00,"MECHANICSBURG, PA",08/13 16:42,"1,514","1,467",NO NOTES,2981,1.13,7,
2026-08-10T14:50:18.076757,WG,72117679,"$1,552.80","GREENVILLE, NC",08/12 15:00,"ALLENTOWN, PA",08/13 07:30,"2,592",451,NO NOTES,3043,0.51,1,
2026-08-10T15:02:17.323222,WG,72117675,"$1,258.01","CLINTON, TN",08/13 08:00,"BROOKS, KY",08/13 14:33,"2,146",238,NO NOTES,2384,0.53,1,
2026-08-10T15:03:10.980334,SE,72117657,"$2,199.24","MENOMINEE, MI",08/10 21:00,"LEXINGTON, KY",08/11 12:13,"1,057",645,NO NOTES,1702,1.29,10,
2026-08-10T15:16:17.785738,WG,72117698,"$2,026.74","CALEDONIA, MI",08/13 09:00,"ALLENTOWN, PA",08/14 08:00,"2,153",667,NO NOTES,2820,0.72,2,
2026-08-10T15:58:30.503376,WG,72117705,$787.08,"INDIANAPOLIS, IN",08/13 09:00,"HAMILTON, OH",08/13 15:47,"2,033",118,"L1218217: TRAILER MUST BE EMPTY AND NO PERSONAL ITEMS, OR PALLET JACK, SECUREMENT ITEMS ONLY",2151,0.37,1,
2026-08-10T16:00:28.244576,WG,72117704,"$1,147.16","CAPITOL HEIGHTS, MD",08/12 03:00,"SNOWSHOE, WV",08/12 13:00,"2,643",237,NO NOTES,2880,0.40,1,
2026-08-10T16:21:46.594750,WG,72117685,"$4,144.59","SAINT LOUIS, MO",08/12 09:00,"SAINT ALBANS, VT",08/13 10:45,"1,796","1,140",NO NOTES,2936,1.41,15,
2026-08-10T16:22:11.989571,WG,72117684,"$3,052.13","PHILADELPHIA, PA",08/12 15:00,"INDIANAPOLIS, IN",08/13 09:00,"2,694",671,NO NOTES,3365,0.91,3,
2026-08-10T16:23:09.743429,WG,72117706,"$4,359.09","CHARLES CITY, IA",08/13 10:00,"GAINESVILLE, GA",08/14 08:05,"1,798",968,NO NOTES,2766,1.58,20,
2026-08-10T16:28:53.327949,WG,72117707,$901.71,"SHEPHERDSVILLE, KY",08/12 13:00,"GROVEPORT, OH",08/12 19:18,"2,072",226,L1233585: BE SURE THAT YOUR PREVENTIVE MAINTANANCE IS UP TO DATE BEFORE PICKING UP. IF THE FREIGHT IS PICKIING UP OR DELIVERING TO UPS HEALTHCARE GO TO THE BUILDING FOR ASTELLAS AT DOOR PD123,2298,0.39,1,
2026-08-10T16:37:56.788178,WG,72114936,"$2,758.79","GOLETA, CA",08/13 12:00,"BOULDER, CO",08/14 13:41,130,"1,137","REQUIRES PSS - 2 DOD SECRET CLEARED DRIVERS (U.S. CITIZENS, ENGLISH SPEAKING) BAE SMS SECURITY NEEDS TO CONTACT DRIVERS TO OBTAIN PERSONAL INFORMATION (DRIVERS' LICENSES & LAST FOUR OF SS#S) TO CONFIRM SECRET CLEARANCE DOT INSPECTION WITHIN THE LAST 7 DAYS OR 1000 MILES SPECIAL NEEDS: E-TRACK WITHIN 12 INCHES OF FLOOR 2+ LOAD BARS 2+ RATCHET STRAPS AIR RIDE TEMP CONTROLLED: 65-75F SET AT 70F DO NOT STACK, DO NOT CRUSH, DO NOT DROP, HANDLE WITH CARE PICK-UP DATE: 8/03/26 9 AM PDT DELIVERY DATE: ASAP (DRIVE STRAIGHT THROUGH EXCEPT FOR NECESSARY FUEL/FOOD/FACILITIES)",1267,2.18,35,
2026-08-10T16:45:09.444561,SE,72117723,"$1,368.76","TINLEY PARK, IL",08/11 10:00,"FREEDOM, PA",08/12 09:00,"1,976",432,NO NOTES,2408,0.57,1,
2026-08-10T16:49:46.692761,WG,72117687,"$2,958.12","SAINT PETERSBURG, FL",08/12 09:00,"PHILADELPHIA, PA",08/13 09:17,"2,481","1,071",NO NOTES,3552,0.83,3,
2026-08-10T16:59:02.823524,SE,72117724,"$1,003.91","TINLEY PARK, IL",08/11 10:00,"LUDINGTON, MI",08/12 08:00,"1,976",236,NO NOTES,2212,0.45,1,
2026-08-10T17:00:30.377095,WG,72117714,"$7,572.23","SAN DIEGO, CA",08/11 17:00,"DANBURY, CT",08/14 15:00,107,"2,873",NO NOTES,2980,2.54,50,
2026-08-10T17:09:57.851418,SE,72117726,"$1,612.38","TINLEY PARK, IL",08/11 10:30,"ASHLAND, WI",08/12 09:00,"1,976",454,NO NOTES,2430,0.66,1,
2026-08-10T17:14:43.602439,WG,72117087,"$2,381.24","NEW BRUNSWICK, NJ",08/12 10:30,"MOUNT VERNON, IN",08/13 09:00,"2,730",852,BRCOAR: TRAILER MUST BE EMPTY OUTSIDE OF EQUIPMENT NEEDED TO SECURE. NO PLYWOOD IN TRAILER FLOORS ON REEFER LOADS.,3582,0.66,2,
2026-08-10T17:30:47.996330,WG,72117738,"$9,170.87","SPOKANE, WA",08/14 16:00,"NORRISTOWN, PA",08/17 09:00,"1,224","2,535",NO NOTES,3759,2.44,49,
2026-08-10T17:38:02.351329,SE,72117689,"$3,379.95","JACKSONVILLE, FL",08/11 11:00,"ALBUQUERQUE, NM",08/13 11:30,"2,400","1,648",NO NOTES,4048,0.83,3,
2026-08-10T17:44:53.547281,SE,72117739,"$1,221.93","LEMOYNE, PA",08/10 20:00,"SOMERSET, KY",08/11 10:10,162,596,NO NOTES,758,1.61,18,
2026-08-10T17:52:13.763097,SE,72117736,"$2,956.99","INDIANAPOLIS, IN",08/12 07:00,"OCALA, FL",08/13 08:00,"2,042",912,NO NOTES,2954,1.00,3,
2026-08-10T17:58:02.449893,WG,72117688,"$1,065.90","BALTIMORE, MD",08/13 09:00,"PHILADELPHIA, PA",08/13 13:00,"2,618",115,NO NOTES,2733,0.39,1,
2026-08-10T17:58:46.842086,WG,72117743,"$1,065.90","BALTIMORE, MD",08/14 08:00,"PHILADELPHIA, PA",08/14 11:56,"2,618",115,NO NOTES,2733,0.39,1,
2026-08-10T18:14:44.846634,WG,72117745,"$1,586.99","BELMONT, MA",08/12 09:00,"BALTIMORE, MD",08/13 08:30,"2,956",402,L1244392: TEAM DRIVERS ONLY FOR ALL TAKEDA RUNS,3358,0.47,1,
2026-08-10T18:16:07.334023,WG,72117737,"$2,847.93","CALEDONIA, MI",08/13 12:00,"MALVERN, PA",08/14 08:00,"2,153",686,NO NOTES,2839,1.00,3,
2026-08-10T18:28:31.114577,WG,72117746,"$4,647.86","SHEPHERDSVILLE, KY",08/12 07:00,"TEMPE, AZ",08/14 12:00,"2,072","1,728",BAX5100: MUST HAVE TEAM DRIVERS FOR ALL RUNS NO MATTER WHAT THE MILEAGE IS.,3800,1.22,10,
2026-08-10T18:38:44.450088,SE,72117717,"$6,799.65","ARLINGTON, VA",08/13 14:00,"TONOPAH, NV",08/17 11:00,"2,631","2,625",NO NOTES,5256,1.29,14,
2026-08-10T18:49:56.350989,WG,72117763,"$4,818.44","MEMPHIS, TN",08/12 15:00,"FONTANA, CA",08/14 11:00,"1,779","1,768","L1228142: TRACTOR SHIPMENTS MUST BE ABLE TO ACCOMODATE 26 PALLETS, NEED TO HAVE 53' OF SPACE, NO PALLET JACKS",3547,1.36,14,
2026-08-10T18:50:09.450623,WG,72062687,"$1,211.43","LOUISVILLE, KY",08/12 16:30,"OLIVE BRANCH, MS",08/13 09:00,"2,062",381,NO NOTES,2443,0.50,1,
2026-08-10T20:02:46.969710,WG,72117390,"$12,089.62","SPOKANE, WA",08/14 12:00,"KIRKLAND, QC",08/17 08:00,"1,224","2,620",NO NOTES,3844,3.15,71,
2026-08-10T20:07:36.748511,WG,72117775,"$6,296.16","LOUISVILLE, KY",08/12 08:00,"CHINO, CA",08/12 13:00,"2,062","2,160",L1068563: YOU MUST HAVE ALL OF YOUR USEABLE SPACE AVAILABLE. PLEASE ENSURE PERSONAL BELONGINGS ARE STOWED APPROPRIATELY.,4222,1.49,19,
2026-08-10T20:28:49.934680,WG,72117776,"$1,766.40","LOUISVILLE, KY",08/12 09:30,"BUFORD, GA",08/12 10:30,"2,062",443,L1068563: YOU MUST HAVE ALL OF YOUR USEABLE SPACE AVAILABLE. PLEASE ENSURE PERSONAL BELONGINGS ARE STOWED APPROPRIATELY.,2505,0.71,1,
2026-08-10T20:36:37.108468,WG,72117777,"$1,873.62","LOUISVILLE, KY",08/12 15:00,"KANSAS CITY, MO",08/12 17:00,"2,062",518,L1068563: YOU MUST HAVE ALL OF YOUR USEABLE SPACE AVAILABLE. PLEASE ENSURE PERSONAL BELONGINGS ARE STOWED APPROPRIATELY.,2580,0.73,2,
2026-08-11T04:28:25.746085,WG,72117778,$851.63,"BALTIMORE, MD",08/11 08:00,"GAITHERSBURG, MD",08/11 10:23,"2,618",42,NO NOTES,2660,0.32,1,
2026-08-11T04:38:10.210608,SE,72117452,$417.04,"BURBANK, CA",08/11 12:01,"VALENCIA, CA",08/11 14:04,36,26,NO NOTES,62,6.73,70,
2026-08-11T06:29:00.968042,WG,72116104,"$2,788.12","GREENVILLE, NC",08/12 13:00,"ROCKFORD, IL",08/13 11:05,"2,592",968,NO NOTES,3560,0.78,2,
2026-08-11T07:16:12.587293,WG,72117749,"$1,268.57","CINCINNATI, OH",08/13 07:00,"NORTH CHICAGO, IL",08/13 15:50,"2,145",345,12FT TRUCK / TVAL / SEC1 / 5 PALLETS / 2444 LBS / 48X40X40 / SAME DAY DELIVERY,2490,0.51,1,
2026-08-11T07:35:56.888023,WG,72117751,"$1,016.39","ROBBINSVILLE, NJ",08/12 11:00,"PAULSBORO, NJ",08/12 13:28,"2,714",46,NO NOTES,2760,0.37,1,
2026-08-11T07:51:22.550155,WG,72117779,"$1,121.89","LOCKBOURNE, OH",08/13 08:00,"SHEPHERDSVILLE, KY",08/13 14:18,"2,227",226,BAX5100: MUST HAVE TEAM DRIVERS FOR ALL RUNS NO MATTER WHAT THE MILEAGE IS.,2453,0.46,1,
2026-08-11T08:09:11.173762,WG,72117801,"$2,285.88","CINCINNATI, OH",08/13 13:00,"PARSIPPANY, NJ",08/14 10:00,"2,153",607,NO NOTES,2760,0.83,2,
2026-08-11T08:16:24.896029,WG,72117755,"$5,784.30","KENNEDY SPACE CENTER, FL",08/14 13:00,"SAN DIMAS, CA",08/17 11:00,"2,536","2,536",NO NOTES,5072,1.14,9,
2026-08-11T08:23:22.763759,WG,72117802,"$1,564.04","ALLENTOWN, PA",08/13 14:00,"LOCKBOURNE, OH",08/14 10:00,"2,660",448,L1244392: TEAM DRIVERS ONLY FOR ALL TAKEDA RUNS,3108,0.50,1,
2026-08-11T08:28:52.480430,WG,72117818,"$1,078.73","ROBBINSVILLE, NJ",08/12 11:00,"ALLENTOWN, PA",08/12 13:00,"2,714",74,NO NOTES,2788,0.39,1,
2026-08-11T09:01:54.950624,WG,72117819,"$2,262.84","NORFOLK, VA",08/13 10:00,"NORTH EAST, MD",08/14 08:00,"2,671",241,HRS 0700-1400,2912,0.78,2,
2026-08-11T09:14:41.350580,WG,72117815,"$1,586.99","BELMONT, MA",08/12 09:00,"BALTIMORE, MD",08/13 08:30,"2,956",402,L1244392: TEAM DRIVERS ONLY FOR ALL TAKEDA RUNS,3358,0.47,1,
2026-08-11T09:14:54.848562,WG,72117812,"$4,428.62","BLOOMINGTON, IN",08/12 11:00,"CLEARWATER, FL",08/13 10:00,"2,021",972,NO NOTES,2993,1.48,17,
2026-08-11T09:35:51.529192,WG,72117759,"$1,944.82","MANASSAS, VA",08/12 12:00,"EAST GREENBUSH, NY",08/13 09:00,"2,592",404,NO NOTES,2996,0.65,2,
2026-08-11T10:01:48.373337,WG,72117788,$980.68,"LOCKBOURNE, OH",08/13 07:30,"SHEPHERDSVILLE, KY",08/13 14:00,"2,227",226,BAX5100: MUST HAVE TEAM DRIVERS FOR ALL RUNS NO MATTER WHAT THE MILEAGE IS.,2453,0.40,1,
2026-08-11T10:29:55.907531,WG,72117875,"$1,403.37","KANKAKEE, IL",08/13 08:30,"LODI, WI",08/13 14:39,"1,981",219,NO NOTES,2200,0.64,1,
2026-08-11T10:35:47.860399,WG,72117827,"$4,712.10","BLOOMINGTON, IN",08/12 12:00,"PORTSMOUTH, NH",08/13 11:32,"2,021","1,036",NO NOTES,3057,1.54,19,
2026-08-11T10:56:51.545214,WG,72117823,"$5,710.16","GARNER, NC",08/12 10:00,"ALBUQUERQUE, NM",08/14 10:00,"2,517","1,762",NO NOTES,4279,1.33,14,
2026-08-11T10:56:58.574221,WG,72114167,"$1,633.63","MANCHESTER, PA",08/12 12:00,"PATASKALA, OH",08/13 08:26,"2,598",439,PLEASE BE SURE YOU ARE IN RANGE WHEN YOU ARRIVE AT PICKUP**SET POINT 20C,3037,0.54,1,
2026-08-11T11:07:36.115224,WG,72117826,"$5,710.16","GARNER, NC",08/12 10:00,"ALBUQUERQUE, NM",08/14 10:00,"2,517","1,762",NO NOTES,4279,1.33,14,
2026-08-11T11:09:18.860953,SE,72117829,$957.65,"JACKSON, MO",08/12 00:00,"INDIANAPOLIS, IN",08/12 08:23,"1,871",324,ORDER NOTE: OPEN 24 HOURS,2195,0.44,1,
2026-08-11T11:37:28.411137,WG,72117912,"$1,647.19","BETHLEHEM, PA",08/13 11:00,"CHARLOTTE, NC",08/14 08:00,"2,678",582,IC7875: ENSURE THAT YOU HAVE THE ENTIRE BOL FILLED OUT AT THIS LOCATION.,3260,0.51,1,
2026-08-11T11:37:31.471078,WG,72117938,"$2,262.94","SHEPHERDSVILLE, KY",08/13 15:00,"SHREVEPORT, LA",08/14 09:00,"2,072",732,BAX5100: ALL TAKEDA LOADS THAT ARE TEMP SHOULD BE TVAL,2804,0.81,2,
2026-08-11T11:58:14.066785,WG,72117917,"$1,601.94","GREENVILLE, NC",08/13 15:00,"SOUDERTON, PA",08/14 07:00,"2,592",444,NO NOTES,3036,0.53,1,
2026-08-11T12:01:49.900921,WG,72117972,"$3,235.81","CHESTERFIELD, MO",08/13 09:00,"CRANBURY, NJ",08/14 06:49,"1,780",955,NO NOTES,2735,1.18,8,
2026-08-11T12:09:45.055054,SE,72117680,"$2,004.45","RICHMOND, VA",08/12 11:30,"LEBANON, MO",08/13 10:45,"2,568",999,NO NOTES,3567,0.56,2,
2026-08-11T12:15:51.650688,WG,72117973,"$2,418.27","ALLENTOWN, PA",08/13 10:00,"LA VERGNE, TN",08/14 08:00,"2,660",792,NO NOTES,3452,0.70,2,
2026-08-11T12:16:46.907576,SE,72117728,$939.27,"CODY, WY",08/12 10:00,"HELENA, MT",08/12 18:09,"1,092",313,NO NOTES,1405,0.67,1,
2026-08-11T12:16:54.787660,SE,72117727,"$1,300.23","BEACH, ND",08/12 15:00,"HELENA, MT",08/13 10:00,"1,464",497,NO NOTES,1961,0.66,1,
2026-08-11T12:23:52.698327,SE,72117729,"$1,099.01","JACKSON, WY",08/13 15:00,"HELENA, MT",08/14 10:00,924,379,NO NOTES,1303,0.84,1,
2026-08-11T12:35:48.273252,WG,72117976,"$2,858.69","ARLINGTON, TX",08/12 11:00,"LIBERTYVILLE, IL",08/13 09:07,"1,392",969,BAX5100: MUST HAVE TEAM DRIVERS FOR ALL RUNS NO MATTER WHAT THE MILEAGE IS.,2361,1.21,8,
2026-08-11T12:35:57.099065,WG,72117980,"$5,300.89","KANSAS CITY, MO",08/12 12:30,"SAN DIEGO, CA",08/14 01:38,"1,594","1,675",NO NOTES,3269,1.62,22,
2026-08-11T12:35:59.782928,WG,72117660,"$6,144.56","OLIVE BRANCH, MS",08/12 13:00,"SOUTH SAN FRANCISCO, CA",08/14 11:26,"1,782","2,112",NO NOTES,3894,1.58,22,
2026-08-11T12:37:11.693387,WG,72117999,"$1,573.61","NORTHBOROUGH, MA",08/13 10:30,"PHILADELPHIA, PA",08/14 09:00,"2,931",269,NO NOTES,3200,0.49,1,
2026-08-11T12:37:21.781856,WG,72116877,"$5,141.81","TUKWILA, WA",08/13 12:00,"LOS ANGELES, CA",08/14 13:33,"1,151","1,131",NO NOTES,2282,2.25,40,
2026-08-11T12:37:48.588516,WG,72117765,$903.00,"CYPRESS, CA",08/14 15:00,"LOS ANGELES, CA",08/14 17:07,35,29,NO NOTES,64,14.11,71,
2026-08-11T13:08:34.252545,WG,72117984,"$1,192.03","WINCHESTER, KY",08/13 09:00,"CLINTON, TN",08/14 08:00,"2,143",153,NO NOTES,2296,0.52,1,
2026-08-11T13:14:30.011387,WG,72118011,$852.70,"WESCOSVILLE, PA",08/11 16:00,"ALLENTOWN, PA",08/11 17:45,"2,660",12,NO NOTES,2672,0.32,1,
2026-08-11T13:21:41.208433,WG,72118010,$801.82,"MEMPHIS, TN",08/12 10:00,"MEMPHIS, TN",08/12 16:00,"1,774",8,CSAFE RKN SHIPMENT TO DELIVER FREIGHT. WILL NEED TO FOLLOW DESTINATION DRIVER INSTRUCTIONS. INSTRUCTIONS WILL BE EMAILED TO YOU CONTAINER MUST BE IN RANGE FOR FREIGHT TO BE LOADED BATTERY LEVEL MUST BE AT 80% OR GREATER TO DEPART,1782,0.45,1,
2026-08-11T13:28:26.135443,WG,72116413,"$2,159.57","BLOOMINGTON, IN",08/11 15:00,"ALLENTOWN, PA",08/12 08:00,"2,021",674,NO NOTES,2695,0.80,2,
2026-08-11T13:35:38.260881,WG,72118017,$964.96,"LOCKBOURNE, OH",08/12 08:00,"LOUISVILLE, KY",08/12 14:05,"2,227",216,BAX5100: MUST HAVE TEAM DRIVERS FOR ALL RUNS NO MATTER WHAT THE MILEAGE IS.,2443,0.39,1,
2026-08-11T13:37:21.985134,WG,72118038,"$1,069.09","MORRISVILLE, NC",08/13 10:00,"DURHAM, NC",08/13 12:00,"2,499",16,NO NOTES,2515,0.43,1,
2026-08-11T14:08:28.272347,WG,72118042,"$1,913.91","NEWARK, DE",08/13 08:00,"LOCKBOURNE, OH",08/14 08:00,"2,680",466,IC7875: ENSURE THAT YOU HAVE THE ENTIRE BOL FILLED OUT AT THIS LOCATION.,3146,0.61,2,
2026-08-11T14:09:27.126433,SE,72113663,"$1,224.45","BROOKS, KY",08/16 14:00,"PITTSBURGH, PA",08/17 23:51,"2,067",393,IC7875: ENSURE THAT YOU HAVE THE ENTIRE BOL FILLED OUT AT THIS LOCATION.,2460,0.50,1,
2026-08-11T14:22:57.986875,WG,72118046,"$1,164.05","HORSHAM, PA",08/13 09:30,"MALVERN, PA",08/13 11:35,"2,685",28,NO NOTES,2713,0.43,1,
2026-08-11T14:30:08.357955,WG,72118028,"$2,362.80","OLIVE BRANCH, MS",08/13 16:00,"ITASCA, IL",08/14 09:00,"1,782",567,NO NOTES,2349,1.01,2,
2026-08-11T14:30:24.136667,SE,72117381,"$2,138.23","WOBURN, MA",08/12 09:00,"INDIANAPOLIS, IN",08/13 08:49,"2,963",954,NO NOTES,3917,0.55,2,
2026-08-11T14:50:55.986983,WG,72118047,"$3,064.57","WAUNAKEE, WI",08/13 15:00,"CHARLOTTESVILLE, VA",08/14 11:27,"1,953",891,NO NOTES,2844,1.08,5,
2026-08-11T14:51:13.273996,WG,72117764,"$3,325.91","SAVANNAH, GA",08/14 09:30,"LONG ISLAND CITY, NY",08/15 08:00,"2,391",818,24 AT 42*10*5 / 1 AT 43*42*48,3209,1.04,4,
